kind,id,name,latin,ta2,ta2_la,ta2_en,ta2_path,tna,tna_la,tna_en,tna_path,wd,ta98,wd_en,wd_tr,wd_tr_aliases,trwiki,trwiki_redirects,relation,match,alt,note,decision
structures,hippocampus-ca23,Hippocampus CA2/CA3,,,,,,,,,,,,,,,,,related,,"related ta2:5520 ""Cornu ammonis"" | related ta2:5518 ""Hippocampus"" | related ta2:5524 ""Fimbria hippocampi"" | related ta2:5706 ""Nuclei campi perizonalis""",no single TA concept; related terms in alt,
structures,hippocampus,Hippocampus,Hippocampus,5518,Hippocampus,Hippocampus,Lobus Limbicus < Cerebrum < Systema Nervosum,2176,Formatio hippocampi,Hippocampal formation,Telencephalon < Pars Centralis < Systema Nervosum,Q48360,A14.1.09.321,hippocampus,Hipokampus,,Hipokampus,,exact,ta2:latin tna:syn wd:latin,"tna:2331 ""Hippocampus proprius"" (syn)",TA2/TNA Latin differ; ambiguous; TNA 2176 is a subdivision of TA2 5518,
structures,hypoglossal-nucleus,Hypoglossal nucleus,Nucleus nervi hypoglossi,6010,Nucleus nervi hypoglossi,Nucleus of hypoglossal nerve,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,1049,Nucleus nervi hypoglossi,Nucleus of hypoglossal nerve,Nuclei Somatomotorii < Myelencephalon < Pars Centralis,Q666219,A14.1.04.227,hypoglossal nucleus,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,hypothalamus-anterior-area,Anterior hypothalamic area,,5718,Area hypothalamica anterior,Anterior hypothalamic area,Hypothalamus < Cerebrum < Systema Nervosum,1919,Area hypothalamica anterior,Anterior hypothalamic area,Substantia Grisea < Diencephalon < Pars Centralis,,,,,,,,exact,ta2:en tna:en,,,
structures,hypothalamus-arcuate,Arcuate nucleus,,5726,Nucleus arcuatus hypothalami,Arcuate nucleus of hypothalamus,Area hypothalamica intermedia < Hypothalamus < Cerebrum,1932,Nucleus arcuatus,Arcuate nucleus,Area hypothalamica intermedia < Substantia Grisea < Diencephalon,Q253246,A14.1.08.923,arcuate nucleus,,,,,exact,ta2:en tna:en wd:en,"ta2:6016 ""Nucleus arcuatus medullae oblongatae"" (en) | wd:Q4787733 ""arcuate nucleus"" (en)",TA2/TNA Latin differ; ambiguous; TA2 5726 is a subdivision of TNA 1932,
structures,hypothalamus-dorsomedial,Dorsomedial nucleus,,5728,Nucleus dorsomedialis hypothalami,Dorsomedial hypothalamic nucleus,Area hypothalamica intermedia < Hypothalamus < Cerebrum,1931,Nucleus dorsomedialis hypothalami,Dorsomedial hypothalamic nucleus,Area hypothalamica intermedia < Substantia Grisea < Diencephalon,Q5298925,"A14.1.08.917, A14.1.08.922",dorsomedial hypothalamic nucleus,,,,,exact,ta2:en tna:en wd:en,"ta2:5681 ""Nucleus mediodorsalis thalami"" (other) | tna:853 ""Nucleus posteromedialis"" (syn) | tna:1202 ""Nucleus posterior medialis"" (syn) | tna:1809 ""Nucleus mediodorsalis"" (other) | wd:Q6806039 ""medial dorsal nucleus"" (other)",,
structures,hypothalamus-lateral,Lateral hypothalamic area,,5717,Zona hypothalamica lateralis,Lateral hypothalamic zone,Hypothalamus < Cerebrum < Systema Nervosum,1930,Area hypothalamica intermedia,Intermediate hypothalamic area,Substantia Grisea < Diencephalon < Pars Centralis,Q17125841,A14.1.08.929,lateral hypothalamus,,,,,synonym,ta2:syn tna:fuzzy wd:syn,"ta2:5724 ""Area hypothalamica intermedia"" (fuzzy)",TA2/TNA Latin differ; fuzzy,
structures,hypothalamus-medial-preoptic,Medial preoptic nucleus,,5712,Nucleus preopticus medialis,Medial preoptic nucleus,Area Preoptica < Cerebrum < Systema Nervosum,1981,Nucleus preopticus medialis,Medial preoptic nucleus,Area Preoptica < Diencephalon < Pars Centralis,Q7240592,A14.1.08.407,preoptic area,,,,,exact,ta2:en tna:en wd:syn,"ta2:5710 ""Area preoptica"" (syn) | tna:1979 ""Area preoptica"" (syn)",Wikidata TA2 id 5710 is not 5712,
structures,hypothalamus-paraventricular,Paraventricular nucleus,,5722,Nucleus paraventricularis hypothalami,Paraventricular hypothalamic nucleus,Area hypothalamica anterior < Hypothalamus < Cerebrum,1922,Nucleus paraventricularis hypothalami,Paraventricular nucleus,Area hypothalamica anterior < Substantia Grisea < Diencephalon,Q444192,A14.1.08.909,paraventricular nucleus of hypothalamus,,,,,exact,ta2:en tna:en wd:en,,,
structures,hypothalamus-posterior,Posterior hypothalamic nucleus,,5738,Nucleus posterior hypothalami,Posterior hypothalamic nucleus,Area hypothalamica posterior < Hypothalamus < Cerebrum,1948,Nucleus posterior hypothalami,Posterior hypothalamic nucleus,Area hypothalamica posterior < Substantia Grisea < Diencephalon,Q7234223,A14.1.08.939,posterior nucleus of hypothalamus,,,,,exact,ta2:en tna:en wd:en,"ta2:5731 ""Area hypothalamica posterior"" (syn) | tna:1940 ""Area hypothalamica posterior"" (syn)",,
structures,hypothalamus-suprachiasmatic,Suprachiasmatic nucleus,,5720,Nucleus suprachiasmaticus,Suprachiasmatic nucleus,Area hypothalamica anterior < Hypothalamus < Cerebrum,1923,Nucleus suprachiasmaticus,Suprachiasmatic nucleus,Area hypothalamica anterior < Substantia Grisea < Diencephalon,Q1156516,A14.1.08.911,suprachiasmatic nucleus,,,,,exact,ta2:en tna:en wd:en,,,
structures,hypothalamus-supraoptic,Supraoptic nucleus,,5721,Nucleus supraopticus,Supra-optic nucleus,Area hypothalamica anterior < Hypothalamus < Cerebrum,1924,Nucleus supraopticus,Supra-optic nucleus,Area hypothalamica anterior < Substantia Grisea < Diencephalon,Q492272,A14.1.08.912,supraoptic nucleus,,,,,exact,ta2:en tna:en wd:en,,,
structures,hypothalamus-tuberomammillary,Tuberomammillary nucleus,,5734,Nucleus tuberomamillaris,Tuberomamillary nucleus,Area hypothalamica posterior < Hypothalamus < Cerebrum,1944,Nucleus tuberomammillaris,Tuberomamillary nucleus,Area hypothalamica posterior < Substantia Grisea < Diencephalon,Q7850864,A14.1.08.932,tuberomammillary nucleus,,,,,exact,ta2:en tna:en wd:en,,TA2/TNA Latin differ,
structures,hypothalamus-ventromedial,Ventromedial nucleus,,5729,Nucleus ventromedialis hypothalami,Ventromedial hypothalamic nucleus,Area hypothalamica intermedia < Hypothalamus < Cerebrum,1937,Nucleus ventromedialis hypothalami,Ventromedial nucleus of hypothalamus,Area hypothalamica intermedia < Substantia Grisea < Diencephalon,Q7920337,A14.1.08.928,ventromedial nucleus,Hipotolamusun ventromedial çekirdeği,,Hipotolamusun ventromedial çekirdeği,Ventromedial çekirdek,exact,ta2:en tna:en wd:en,"tna:852 ""Nucleus anteromedialis"" (syn)",,
structures,hypothalamus,Hypothalamus,Hypothalamus,5714,Hypothalamus,Hypothalamus,Cerebrum < Systema Nervosum < Systemata Integrantia,1722,Hypothalamus,Hypothalamus,Diencephalon < Pars Centralis < Systema Nervosum,Q164386,"A14.1.08.401, A14.1.08.901",hypothalamus,hipotalamus,,Hipotalamus,,exact,ta2:latin tna:latin wd:latin,,,
structures,inferior-cerebellar-peduncle,Inferior cerebellar peduncle,Pedunculus cerebellaris inferior,5850,Pedunculus cerebellaris inferior,Inferior cerebellar peduncle,Pedunculi Cerebellares < Cerebellum < Systema Nervosum,1132,Pedunculus cerebellaris inferior,Inferior cerebellar peduncle,Connexus Cerebelli < Myelencephalon < Pars Centralis,Q17111409,"A14.1.04.013, A14.1.07.413",inferior cerebellar peduncle,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5851 ""Corpus restiformis"" (syn) | tna:1133 ""Corpus restiforme"" (syn)",,
structures,inferior-colliculus,Inferior colliculus,Colliculus inferior,5916,Colliculus inferior,Inferior colliculus,Tectum Mesencephali < Truncus Encephali < Systema Nervosum,1368,Colliculus inferior,Inferior colliculus,Lamina quadrigemina < Mesencephalon < Pars Centralis,Q358512,A14.1.06.014,inferior colliculi,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,inferior-olivary-nucleus,Inferior olivary nucleus,Nucleus olivaris inferior,6021,Complexus olivaris inferior,Inferior olivary complex,Substantia Grisea Medullae Oblongatae < Truncus Encephali < Systema Nervosum,968,Oliva,Inferior olive,Myelencephalon < Pars Centralis < Systema Nervosum,Q5620438,"A14.1.04.008, A14.1.04.219",inferior olivary nucleus,,,,,synonym,ta2:en tna:syn wd:en,"ta2:6022 ""Nucleus olivaris inferior principalis"" (latin-syn) | ta2:5988 ""Oliva"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2,
structures,insula,Insula,Insula,5502,Insula,Insula,Cerebrum < Systema Nervosum < Systemata Integrantia,2074,Insula,Insula,Telencephalon < Pars Centralis < Systema Nervosum,Q1422654,"A14.1.09.149, A12.2.07.053",Insula,İnsular lob,,İnsular lob,,exact,ta2:latin tna:latin wd:en,"ta2:5506 ""Gyrus longus insulae"" (syn) | wd:Q11682103 ""long gyrus of insula"" (syn)",,
structures,intermediolateral-column,Intermediolateral cell column,Columna intermediolateralis,,,,,823,Cornu laterale,Lateral horn,Columna Intermedia < Substantia Grisea < Pars Centralis,Q17112348,"A14.1.02.132, A14.1.02.022",lateral horn of spinal cord,,,,,synonym,tna:syn wd:via-latin,,our Latin differs from TNA,
structures,internal-capsule,Internal capsule,Capsula interna,5576,Capsula interna,Internal capsule,Substantia Alba Telencephali < Cerebrum < Systema Nervosum,2423,Capsula interna,Internal capsule,Telencephalon < Pars Centralis < Systema Nervosum,Q604747,A14.1.09.524,internal capsule,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,interposed-nucleus,Interposed nuclei (emboliform and globose),Nucleus emboliformis; nucleus globosus,5838,Nucleus emboliformis,Emboliform nucleus,Nuclei cerebelli < Substantia Grisea Cerebelli < Cerebellum,1669,Nucleus emboliformis,Emboliform nucleus,Nuclei interpositi < Nuclei Cerebelli < Cerebellum,Q1285103,A14.1.07.410,globose nucleus,,,,,narrower,ta2:latin tna:latin wd:latin,"ta2:5839 ""Nucleus globosus"" (latin) | tna:1670 ""Nucleus globosus"" (latin) | tna:1668 ""Nuclei interpositi"" (en) | wd:Q2004178 ""emboliform nucleus"" (latin)",our Latin differs from TA2; Wikidata TA2 id 5839 is not 5838; ambiguous,
structures,lateral-geniculate-nucleus,Lateral geniculate nucleus,Corpus geniculatum laterale,5666,Corpus geniculatum laterale,Lateral geniculate body,Diencephalon < Cerebrum < Systema Nervosum,1717,Corpus geniculatum laterale,Lateral geniculate body,Metathalamus < Thalamus < Diencephalon,Q719179,A14.1.08.302,lateral geniculate nucleus,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5701 ""Nucleus corporis geniculati lateralis"" (en)",,
structures,level-medulla-olive,Medulla: level of the inferior olive,,,,,,,,,,,,,,,,,related,,"related ta2:5983 ""Medulla oblongata"" | related ta2:5984 ""Fissura mediana anterior medullae oblongatae"" | related ta2:5985 ""Pyramis medullae oblongatae"" | related ta2:5986 ""Sulcus anterolateralis medullae oblongatae""",no single TA concept; related terms in alt,
structures,level-medulla-pyramidal-decussation,Medulla: level of the pyramidal decussation,,,,,,,,,,,,,,,,,related,,"related ta2:5904 ""Decussatio pedunculorum cerebellarium superiorum"" | related ta2:5906 ""Decussatio tegmentalis anterior"" | related ta2:5907 ""Decussatio tegmentalis posterior"" | related ta2:5920 ""Decussatio trochlearis""",no single TA concept; related terms in alt,
structures,level-medulla-sensory-decussation,Medulla: level of the sensory (lemniscal) decussation,,,,,,,,,,,,,,,,,related,,"related ta2:5904 ""Decussatio pedunculorum cerebellarium superiorum"" | related ta2:5906 ""Decussatio tegmentalis anterior"" | related ta2:5907 ""Decussatio tegmentalis posterior"" | related ta2:5920 ""Decussatio trochlearis""",no single TA concept; related terms in alt,
structures,level-midbrain-inferior-colliculus,Midbrain: inferior colliculus level,,,,,,,,,,,,,,,,,related,,"related ta2:5774 ""Apertura superior aquaeductus mesencephali"" | related ta2:5874 ""Mesencephalon"" | related ta2:5877 ""Sulcus lateralis mesencephali"" | related ta2:5885 ""Tegmentum mesencephali""",no single TA concept; related terms in alt,
structures,level-midbrain-superior-colliculus,Midbrain: superior colliculus level,,,,,,,,,,,,,,,,,related,,"related ta2:5774 ""Apertura superior aquaeductus mesencephali"" | related ta2:5874 ""Mesencephalon"" | related ta2:5877 ""Sulcus lateralis mesencephali"" | related ta2:5885 ""Tegmentum mesencephali""",no single TA concept; related terms in alt,
structures,level-pons-caudal,Caudal pons (facial colliculus level),,,,,,,,,,,,,,,,,related,,"related ta2:5949 ""Nucleus reticularis caudalis pontis"" | related ta2:6002 ""Pars caudalis nuclei spinalis nervi trigeminalis"" | related tna:286 ""Cisternae basales caudales"" | related tna:290 ""Cisternae laterales caudales""",no single TA concept; related terms in alt,
structures,level-pons-rostral,Rostral pons,,,,,,,,,,,,,,,,,related,,"related ta2:5950 ""Nucleus reticularis rostralis pontis"" | related tna:299 ""Cisternae basales rostrales"" | related tna:303 ""Cisternae laterales rostrales"" | related tna:309 ""Cisternae dorsales rostrales""",no single TA concept; related terms in alt,
structures,lobe-frontal,Frontal lobe,Lobus frontalis,5445,Lobus frontalis,Frontal lobe,Cerebrum < Systema Nervosum < Systemata Integrantia,2009,Lobus frontalis,Frontal lobe,Telencephalon < Pars Centralis < Systema Nervosum,Q749520,A14.1.09.110,frontal lobe,frontal lob,Frontal korteks; Lobus frontalis,Frontal lob,Frontal korteks; Lobus frontalis,exact,ta2:latin tna:latin wd:latin,,,
structures,lobe-occipital,Occipital lobe,Lobus occipitalis,5480,Lobus occipitalis,Occipital lobe,Cerebrum < Systema Nervosum < Systemata Integrantia,2045,Lobus occipitalis,Occipital lobe,Telencephalon < Pars Centralis < Systema Nervosum,Q848340,A14.1.09.132,occipital lobe,Oksipital lob,,Oksipital lob,,exact,ta2:latin tna:latin wd:latin,,,
structures,lobe-parietal,Parietal lobe,Lobus parietalis,5467,Lobus parietalis,Parietal lobe,Cerebrum < Systema Nervosum < Systemata Integrantia,2033,Lobus parietalis,Parietal lobe,Telencephalon < Pars Centralis < Systema Nervosum,Q815334,A14.1.09.123,parietal lobe,Parietal lob,,Parietal lob,,exact,ta2:latin tna:latin wd:latin,,,
structures,lobe-temporal,Temporal lobe,Lobus temporalis,5488,Lobus temporalis,Temporal lobe,Cerebrum < Systema Nervosum < Systemata Integrantia,2055,Lobus temporalis,Temporal lobe,Telencephalon < Pars Centralis < Systema Nervosum,Q744385,A14.1.09.136,temporal lobe,temporal lob,Temporal korteks; Lobus temporalis,Temporal lob,Lobus temporalis; Medial temporal lob; Temporal korteks,exact,ta2:latin tna:latin wd:latin,,,
structures,lobule-superior-parietal,Superior parietal lobule,Lobulus parietalis superior,5476,Lobulus parietalis superior,Superior parietal lobule,Lobus Parietalis < Cerebrum < Systema Nervosum,2036,Lobulus parietalis superior,Superior parietal lobule,Lobus Parietalis < Telencephalon < Pars Centralis,Q1332793,A14.1.09.130,superior parietal lobule,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,locus-coeruleus,Locus coeruleus,,5944,Nucleus caeruleus,Caerulean nucleus,Substantia grisea tegmenti pontis < Tegmentum Pontis < Truncus Encephali,1554,Locus caeruleus,Locus caeruleus,Fossa rhomboidea < Ventriculus Quartus < Pars Centralis,Q1470452,"A14.1.05.436, A14.1.05.706",locus coeruleus,,,,,synonym,ta2:latin-syn tna:en wd:en,"tna:1270 ""Nucleus caeruleus"" (latin-syn) | wd:Q7050190 ""Noradrenergic cell group A6"" (latin-syn)",TA2/TNA Latin differ,
structures,lumbosacral-trunk,Lumbosacral trunk,truncus lumbosacralis,6504,Truncus lumbosacralis,Lumbosacral trunk,Rami Anteriores Nervorum Lumbalium < Nervi Lumbales < Systema Nervosum,3296,Truncus lumbosacralis,Lumbosacral trunk,Ramus anterior < Nervus Lumbalis Quintus < Nervi Lumbales,Q6703140,A14.2.07.026,lumbosacral trunk,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,mammillary-body,Mammillary bodies,Corpora mammillaria,5674,Corpus mamillare,Mamillary body,Diencephalon < Cerebrum < Systema Nervosum,1723,Corpus mammillare,Mamillary body,Hypothalamus < Diencephalon < Pars Centralis,Q499802,A14.1.08.402,mammillary body,Mamiller cisim,,Mamiller cisim,Corpus mammillare,exact,ta2:en tna:en wd:en,,TA2/TNA Latin differ; our Latin differs from TA2,
structures,mammillothalamic-tract,Mammillothalamic tract,,5757,Fasciculus mamillothalamicus,Mamillothalamic fasciculus,Substantia Alba Diencephali < Cerebrum < Systema Nervosum,,,,,Q6745831,"A14.1.08.671, A14.1.08.954",mammillothalamic fasciculus,,,,,fuzzy,ta2:fuzzy wd:syn,,fuzzy,
structures,medial-geniculate-nucleus,Medial geniculate nucleus,Corpus geniculatum mediale,5667,Corpus geniculatum mediale,Medial geniculate body,Diencephalon < Cerebrum < Systema Nervosum,1718,Corpus geniculatum mediale,Medial geniculate body,Metathalamus < Thalamus < Diencephalon,Q3694103,"A14.1.08.303, A14.1.08.808",medial geniculate nucleus,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5702 ""Nuclei corporis geniculati medialis"" (latin)",ambiguous,
structures,medial-lemniscus,Medial lemniscus,Lemniscus medialis,5861,Lemniscus medialis,Medial lemniscus,Substantia Alba Trunci Encephali < Truncus Encephali < Systema Nervosum,1125,Lemniscus medialis,Medial lemniscus,Tractus Ascendentes Trunci Encephalici < Myelencephalon < Pars Centralis,Q2070480,"A14.1.04.111, A14.1.08.672, A14.1.06.207",medial lemniscus,Lemniscus Medialis,,Lemniscus Medialis,,exact,ta2:latin tna:latin wd:latin,,,
structures,medial-longitudinal-fasciculus,Medial longitudinal fasciculus,Fasciculus longitudinalis medialis,5867,Fasciculus longitudinalis medialis,Medial longitudinal fasciculus,Substantia Alba Trunci Encephali < Truncus Encephali < Systema Nervosum,1166,Fasciculus longitudinalis medialis,Medial longitudinal fasciculus,Tractus Descendentes < Myelencephalon < Pars Centralis,Q1397367,"A14.1.04.113, A14.1.05.304, A14.1.06.209",medial longitudinal fasciculus,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,meningeal-spaces,"Epidural, subdural and subarachnoid spaces",,5387,Spatium subarchnoidale,Subarachnoid space,Arachnoidea < Leptomeninges < Systema Nervosum,265,Spatium subarachnoideum,Subarachnoid space,Arachnoidea Mater < Leptomeninx < Pars Centralis,Q2361541,A14.1.01.202,subarachnoid space,Araknoidaltı boşluk,,Araknoidaltı boşluk,,narrower,ta2:en tna:en wd:en,,TA2/TNA Latin differ,
structures,middle-cerebellar-peduncle,Middle cerebellar peduncle,Pedunculus cerebellaris medius,5848,Pedunculus cerebellaris medius,Middle cerebellar peduncle,Pedunculi Cerebellares < Cerebellum < Systema Nervosum,1343,Pedunculus cerebellaris medius,Middle cerebellar peduncle,Tractus Efferentes Cerebelli < Pons < Pars Centralis,Q6841657,"A14.1.05.003, A14.1.07.416",middle cerebellar peduncle,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,motor-unit,Motor unit and skeletal muscle,,1976,Musculus skeletalis,Skeletal muscle,Musculi < Systema Musculare < Systemata Musculoskeletalia,,,,,Q1048687,,skeletal muscle,çizgili iskelet kası,iskelet kası; çizgili kas hücresi; çizgili kas,İskelet kası,Çizgili kas hücresi; Çizgili kaslar,narrower,ta2:en wd:en,,,
structures,nerve-axillary,Axillary nerve,Nervus axillaris,6440,Nervus axillaris,Axillary nerve,Rami Fasciculi Posterioris Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3080,Nervus axillaris,Axillary nerve,Rami Fasciculi Posterioris < Plexus Brachialis < Pars Peripherica,Q1547173,A14.2.03.059,axillary nerve,aksiller sinir,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-common-peroneal,Common (and deep/superficial) peroneal nerve,Nervus fibularis communis,6571,Nervus fibularis communis,Common fibular nerve,Nervus Ischiadicus < Plexus Lumbosacralis < Systema Nervosum,3388,Nervus fibularis communis,Common fibular nerve,Nervus Ischiadicus < Plexus Lumbosacralis < Pars Peripherica,Q1577203,A14.2.07.047,common fibular nerve,,,,,exact,ta2:latin tna:latin wd:latin-syn,,,
structures,nerve-dorsal-scapular,Dorsal scapular nerve,,6409,Nervus dorsalis scapulae,Dorsal scapular nerve,Rami Supraclaviculares Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3054,Nervus dorsalis scapulae,Dorsal scapular nerve,Rami Supraclaviculares < Plexus Brachialis < Pars Peripherica,Q1740177,A14.2.03.011,Dorsal scapular nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-femoral,Femoral nerve,Nervus femoralis,6522,Nervus femoralis,Femoral nerve,Rami Partis Posterioris Plexus Lumbalis < Plexus Lumbosacralis < Systema Nervosum,3355,Nervus femoralis,Femoral nerve,Rami Partis Posterioris < Plexus Lumbosacralis < Pars Peripherica,Q545676,A14.2.07.020,femoral nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-genitofemoral,Genitofemoral nerve,,6529,Nervus genitofemoralis,Genitofemoral nerve,Rami Partis Anterioris Plexus Lumbalis < Plexus Lumbosacralis < Systema Nervosum,3343,Nervus genitofemoralis,Genitofemoral nerve,Rami Partis Anterioris < Plexus Lumbosacralis < Pars Peripherica,Q1523307,A14.2.07.008,genitofemoral nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-iliohypogastric,Iliohypogastric nerve,,6496,Nervus iliohypogastricus,Iliohypogastric nerve,Rami Anteriores Nervorum Lumbalium < Nervi Lumbales < Systema Nervosum,3259,Nervus iliohypogastricus,Iliohypogastric nerve,Ramus anterior < Nervus Lumbalis Primus < Nervi Lumbales,Q478619,A14.2.07.003,iliohypogastric nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-ilioinguinal,Ilioinguinal nerve,,6499,Nervus ilioinguinalis,Ilio-inguinal nerve,Rami Anteriores Nervorum Lumbalium < Nervi Lumbales < Systema Nervosum,3262,Nervus ilioinguinalis,Ilio-inguinal nerve,Ramus anterior < Nervus Lumbalis Primus < Nervi Lumbales,Q1460988,A14.2.07.006,ilioinguinal nerve,,,,,exact,ta2:en tna:en wd:en,,,
structures,nerve-lateral-antebrachial-cutaneous,Lateral antebrachial cutaneous nerve,,6423,Nervus cutaneus lateralis antebrachii,Lateral antebrachial cutaneous nerve,Nervus musculocutaneus < Rami Fasciculi Lateralis Plexus Brachialis < Plexus Brachialis,3063,Nervus cutaneus antebrachii lateralis,Lateral antebrachial cutaneous nerve,Nervus musculocutaneus < Rami Fasciculi Lateralis < Plexus Brachialis,Q6495588,A14.2.03.026,lateral cutaneous nerve of forearm,,,,,exact,ta2:en tna:en wd:fuzzy,,TA2/TNA Latin differ; fuzzy,
structures,nerve-lateral-femoral-cutaneous,Lateral femoral cutaneous nerve,Nervus cutaneus femoris lateralis,6521,Nervus cutaneus lateralis femoris,Lateral femoral cutaneous nerve,Rami Partis Posterioris Plexus Lumbalis < Plexus Lumbosacralis < Systema Nervosum,3354,Nervus cutaneus femoris lateralis,Lateral femoral cutaneous nerve,Rami Partis Posterioris < Plexus Lumbosacralis < Pars Peripherica,Q510755,A14.2.07.011,lateral cutaneous nerve of thigh,,,,,exact,ta2:en tna:latin wd:latin-syn,,TA2/TNA Latin differ; our Latin differs from TA2,
structures,nerve-long-thoracic,Long thoracic nerve,Nervus thoracicus longus,6410,Nervus thoracicus longus,Long thoracic nerve,Rami Supraclaviculares Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3055,Nervus thoracicus longus,Long thoracic nerve,Rami Supraclaviculares < Plexus Brachialis < Pars Peripherica,Q1890743,A14.2.03.012,long thoracic nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-medial-antebrachial-cutaneous,Medial antebrachial cutaneous nerve,,6446,Nervus cutaneus medialis antebrachii,Medial antebrachial cutaneous nerve,Rami Fasciculi Medialis Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3086,Nervus cutaneus antebrachii medialis,Medial antebrachial cutaneous nerve,Rami Fasciculi Medialis < Plexus Brachialis < Pars Peripherica,Q1278170,A14.2.03.028,medial cutaneous nerve of forearm,,,,,exact,ta2:en tna:en wd:syn,,TA2/TNA Latin differ,
structures,nerve-medial-brachial-cutaneous,Medial brachial cutaneous nerve,,6445,Nervus cutaneus medialis brachii,Medial brachial cutaneous nerve,Rami Fasciculi Medialis Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3085,Nervus cutaneus brachii medialis,Medial brachial cutaneous nerve,Rami Fasciculi Medialis < Plexus Brachialis < Pars Peripherica,Q1278170,A14.2.03.028,medial cutaneous nerve of forearm,,,,,exact,ta2:en tna:en wd:fuzzy,"ta2:6446 ""Nervus cutaneus medialis antebrachii"" (fuzzy) | wd:Q1978134 ""medial cutaneous nerve of arm"" (fuzzy)",TA2/TNA Latin differ; Wikidata TA2 id 6446 is not 6445; fuzzy; ambiguous,
structures,nerve-median,Median nerve,Nervus medianus,6459,Nervus medianus,Median nerve,Plexus Brachialis < Systema Nervosum < Systemata Integrantia,3099,Nervus medianus,Median nerve,Plexus Brachialis < Pars Peripherica < Systema Nervosum,Q1364876,A14.2.03.031,median nerve,Medyan sinir,,Median sinir,Median siniri; Medyan sinir; Nervus medianus,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-musculocutaneous,Musculocutaneous nerve,Nervus musculocutaneus,6421,Nervus musculocutaneus,Musculocutaneous nerve,Rami Fasciculi Lateralis Plexus Brachialis < Plexus Brachialis < Systema Nervosum,3061,Nervus musculocutaneus,Musculocutaneous nerve,Rami Fasciculi Lateralis < Plexus Brachialis < Pars Peripherica,Q1758126,A14.2.03.024,musculocutaneous nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-obturator,Obturator nerve,Nervus obturatorius,6532,Nervus obturatorius,Obturator nerve,Rami Partis Anterioris Plexus Lumbalis < Plexus Lumbosacralis < Systema Nervosum,3346,Nervus obturatorius,Obturator nerve,Rami Partis Anterioris < Plexus Lumbosacralis < Pars Peripherica,Q1978161,A14.2.07.012,obturator nerve,,,,,exact,ta2:latin tna:latin wd:en,,,
structures,nerve-phrenic,Phrenic nerve,Nervus phrenicus,6380,Nervus phrenicus,Phrenic nerve,Rami Profundi Plexus Cervicalis < Plexus Cervicalis < Systema Nervosum,3019,Nervus phrenicus,Phrenic nerve,Rami Profundi < Plexus Cervicalis < Pars Peripherica,Q737313,A14.2.02.028,phrenic nerve,Nervus phrenicus,,Frenik sinir,Nervus phrenicus,exact,ta2:latin tna:latin wd:latin,,,
structures,nerve-posterior-antebrachial-cutaneous,Posterior antebrachial cutaneous nerve,,6434,Nervus cutaneus posterior antebrachii,Posterior antebrachial cutaneous nerve,Nervus radialis < Rami Fasciculi Posterioris Plexus Brachialis < Plexus Brachialis,3074,Nervus cutaneus antebrachii posterior,Posterior antebrachial cutaneous nerve,Nervus radialis < Rami Fasciculi Posterioris < Plexus Brachialis,Q7234190,A14.2.03.052,posterior cutaneous nerve of forearm,,,,,exact,ta2:en tna:en wd:fuzzy,"ta2:6432 ""Nervus cutaneus posterior brachii"" (fuzzy) | wd:Q7234189 ""posterior cutaneous nerve of arm"" (fuzzy)",TA2/TNA Latin differ; fuzzy; ambiguous,
structures,nerve-posterior-femoral-cutaneous,Posterior femoral cutaneous nerve,,6566,Nervus cutaneus posterior femoris,Posterior femoral cutaneous nerve,Plexus Lumbosacralis < Systema Nervosum < Systemata Integrantia,3383,Nervus cutaneus femoris posterior,Posterior femoral cutaneous nerve,Plexus Lumbosacralis < Pars Peripherica < Systema Nervosum,Q1477923,A14.2.07.033,posterior cutaneous nerve of thigh,,,,,exact,ta2:en tna:en wd:syn,,TA2/TNA Latin differ,
